web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,details,etat_clim,adresse,prix
"1707536648-155","https://www.expat-dakar.com/climatisation?page=35","VENTILATEUR MURAL ROCH 18"" AVEC TELECOMMANDE
Neuf
Ouakam,
Dakar

8. sept. '23, 17:49

Vendeur vérifié

22 900 F Cfa

25 000 F Cfa

Économisez 8.4%

770521414

709557473","https://www.expat-dakar.com/annonce/ventilateur-mural-roch-18-avec-telecommande-5690519","VENTILATEUR MURAL ROCH 18"" AVEC TELECOMMANDE","Neuf","Ouakam

Dakar","22 900 F Cfa"
"1707536650-156","https://www.expat-dakar.com/climatisation?page=35","SPLIT 2,5CV ELACTRON 18000BTU R410
Neuf
Plateau,
Dakar

11. janv., 15:27

249 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-25cv-elactron-18000btu-r410-5866622","SPLIT 2,5CV ELACTRON 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536653-157","https://www.expat-dakar.com/climatisation?page=35","SPLIT SOLSTAR 1.25CV INVERTER 9000BTU
Neuf
Plateau,
Dakar

12. janv., 21:47

215 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-solstar-125cv-inverter-9000btu-5866667","SPLIT SOLSTAR 1.25CV INVERTER 9000BTU","Neuf","Plateau

Dakar",""
"1707536655-158","https://www.expat-dakar.com/climatisation?page=35","SPLIT SOLSTAR 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

13. janv., 00:05

229 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-solstar-15cv-inverter-12000btu-5866670","SPLIT SOLSTAR 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536658-159","https://www.expat-dakar.com/climatisation?page=35","SPLIT SOLSTAR 2.5CV INVERTER 18000BTU
Neuf
Plateau,
Dakar

13. janv., 00:48

319 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-solstar-25cv-inverter-18000btu-5866673","SPLIT SOLSTAR 2.5CV INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536660-160","https://www.expat-dakar.com/climatisation?page=35","VENTILATEUR BINATONE SUR PIED 2020
Neuf
Plateau,
Dakar

13. janv., 18:33

38 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-2020-5866676","VENTILATEUR BINATONE SUR PIED 2020","Neuf","Plateau

Dakar",""
"1707536667-161","https://www.expat-dakar.com/climatisation?page=34","Ventilateur sur pied EVERNAL 18"" pouces
Neuf
Castor,
Dakar

11. sept. '23, 17:36

30 000 F Cfa

771452029

762809427","https://www.expat-dakar.com/annonce/ventilateur-sur-pied-evernal-18-pouces-5783095","Ventilateur sur pied EVERNAL 18"" pouces","Neuf","Castor

Dakar",""
"1707536669-162","https://www.expat-dakar.com/climatisation?page=34","SPLIT ASTECH 18000BTU 2.5 CV
Neuf
Gueule-Tapée,
Dakar

14. sept. '23, 11:25

265 000 F Cfa

764131369

776429866

770842756","https://www.expat-dakar.com/annonce/split-astech-18000btu-25-cv-5855006","SPLIT ASTECH 18000BTU 2.5 CV","Neuf","Gueule-Tapée

Dakar",""
"1707536672-163","https://www.expat-dakar.com/climatisation?page=34","Split Midea 9000 BTU
Neuf
Gueule-Tapée,
Dakar

14. sept. '23, 11:26

195 000 F Cfa

764131369

776429866

770842756","https://www.expat-dakar.com/annonce/split-midea-9000-btu-5855001","Split Midea 9000 BTU","Neuf","Gueule-Tapée

Dakar",""
"1707536674-164","https://www.expat-dakar.com/climatisation?page=34","Ventilateur
Neuf
Grand-Yoff,
Dakar

14. sept. '23, 11:28

80 000 F Cfa

774255733","https://www.expat-dakar.com/annonce/ventilateur-5800355","Ventilateur","Neuf","Grand-Yoff

Dakar",""
"1707536677-165","https://www.expat-dakar.com/climatisation?page=34","CLIM SPLIT ROCH 18000BTU 2.5 CV
Neuf
Plateau,
Dakar

10. juin '23, 10:19

Vendeur vérifié

295 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/clim-split-roch-18000btu-25-cv-2969389","CLIM SPLIT ROCH 18000BTU 2.5 CV","Neuf","Plateau

Dakar",""
"1707536679-166","https://www.expat-dakar.com/climatisation?page=34","Split Smart 1.25
Neuf
Plateau,
Dakar

15. sept. '23, 17:26

135 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-smart-125-5786990","Split Smart 1.25","Neuf","Plateau

Dakar",""
"1707536682-167","https://www.expat-dakar.com/climatisation?page=34","SPLIT AMERISTAR 3CV INVERTER 12000BTU A+++
Neuf
Plateau,
Dakar

19. janv., 18:37

349 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-ameristar-3cv-inverter-12000btu-a-5872639","SPLIT AMERISTAR 3CV INVERTER 12000BTU A+++","Neuf","Plateau

Dakar",""
"1707536684-168","https://www.expat-dakar.com/climatisation?page=34","SPLIT AMERISTAR 2.5CV INVERTER 18000BTU A+++
Neuf
Plateau,
Dakar

17. janv., 00:44

269 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-ameristar-25cv-inverter-18000btu-a-5872640","SPLIT AMERISTAR 2.5CV INVERTER 18000BTU A+++","Neuf","Plateau

Dakar",""
"1707536686-169","https://www.expat-dakar.com/climatisation?page=34","SPLIT AMERISTAR 1.5CV INVERTER 12000BTU A+++
Neuf
Plateau,
Dakar

17. janv., 00:38

210 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-ameristar-15cv-inverter-12000btu-a-5872644","SPLIT AMERISTAR 1.5CV INVERTER 12000BTU A+++","Neuf","Plateau

Dakar",""
"1707536689-170","https://www.expat-dakar.com/climatisation?page=34","SPLIT AMERISTAR 1.25CV INVERTER 9000BTU A+++
Neuf
Plateau,
Dakar

17. janv., 01:16

189 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-ameristar-125cv-inverter-9000btu-a-5871129","SPLIT AMERISTAR 1.25CV INVERTER 9000BTU A+++","Neuf","Plateau

Dakar",""
"1707536694-171","https://www.expat-dakar.com/climatisation?page=33","SPLIT GREE 3CV INVERTER 24000BTU
Neuf
Plateau,
Dakar

17. janv., 00:36

419 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-gree-3cv-inverter-24000btu-5873916","SPLIT GREE 3CV INVERTER 24000BTU","Neuf","Plateau

Dakar",""
"1707536696-172","https://www.expat-dakar.com/climatisation?page=33","SPLIT GREE 2,5CV INVERTER 18000BTU
Neuf
Plateau,
Dakar

17. janv., 00:43

319 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-gree-25cv-inverter-18000btu-5873926","SPLIT GREE 2,5CV INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536699-173","https://www.expat-dakar.com/climatisation?page=33","SPLIT GREE 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

17. janv., 01:16

239 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-gree-15cv-inverter-12000btu-5873928","SPLIT GREE 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536701-174","https://www.expat-dakar.com/climatisation?page=33","SPLIT GREE 1.25CV INVERTER 9000BTU
Neuf
Plateau,
Dakar

18. janv., 22:52

219 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-gree-125cv-inverter-9000btu-5866665","SPLIT GREE 1.25CV INVERTER 9000BTU","Neuf","Plateau

Dakar",""
"1707536704-175","https://www.expat-dakar.com/climatisation?page=33","SPLIT SHARP 9000BTU 1.25CV 410 CHAUD ET FROID
Neuf
Plateau,
Dakar

mercredi, 11:56

195 000 F Cfa

773448645","https://www.expat-dakar.com/annonce/split-sharp-9000btu-125cv-410-chaud-et-froid-5874270","SPLIT SHARP 9000BTU 1.25CV 410 CHAUD ET FROID","Neuf","Plateau

Dakar",""
"1707536706-176","https://www.expat-dakar.com/climatisation?page=33","SPLIT SHARP 12000BTU 1.5CV 410 CHAUD ET FROID
Neuf
Plateau,
Dakar

mercredi, 11:55

225 000 F Cfa

773448645","https://www.expat-dakar.com/annonce/split-sharp-12000btu-15cv-410-chaud-et-froid-5874303","SPLIT SHARP 12000BTU 1.5CV 410 CHAUD ET FROID","Neuf","Plateau

Dakar",""
"1707536709-177","https://www.expat-dakar.com/climatisation?page=33","VENTILATEUR RECHARGEABLE ROCH AVEC COMMANDE
Neuf
Plateau,
Dakar

17. janv., 00:36

43 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/ventilateur-rechargeable-roch-avec-commande-5874687","VENTILATEUR RECHARGEABLE ROCH AVEC COMMANDE","Neuf","Plateau

Dakar",""
"1707536711-178","https://www.expat-dakar.com/climatisation?page=33","Split Deska 1.25
Neuf
Plateau,
Dakar

19. sept. '23, 17:13

135 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-deska-125-5800565","Split Deska 1.25","Neuf","Plateau

Dakar",""
"1707536714-179","https://www.expat-dakar.com/climatisation?page=33","SPLIT ASTECH - 12000 BTU- 1.5 CV – GAZ R410A – A+++
Neuf
Ouakam,
Dakar

samedi, 13:12

179 900 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/split-astech-12000-btu-15-cv-gaz-r410a-a-5151326","SPLIT ASTECH - 12000 BTU- 1.5 CV – GAZ R410A – A+++","Neuf","Ouakam

Dakar",""
"1707536717-180","https://www.expat-dakar.com/climatisation?page=33","SPLIT PORTATIF 1.5CV HISENSE 12000BTU A+++
Neuf
Plateau,
Dakar

18. janv., 02:00

189 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-portatif-15cv-hisense-12000btu-a-5876597","SPLIT PORTATIF 1.5CV HISENSE 12000BTU A+++","Neuf","Plateau

Dakar",""
"1707536722-181","https://www.expat-dakar.com/climatisation?page=32","Split smart 1cac 9000btu
Neuf
Colobane,
Dakar

20. sept. '23, 16:45

140 000 F Cfa

763762042","https://www.expat-dakar.com/annonce/split-smart-1cac-9000btu-5855971","Split smart 1cac 9000btu","Neuf","Colobane

Dakar",""
"1707536724-182","https://www.expat-dakar.com/climatisation?page=32","Climatiseur portatif 1.csv 9000btu
Neuf
Colobane,
Dakar

21. sept. '23, 13:58

Vendeur vérifié

185 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/climatiseur-portatif-1csv-9000btu-5863092","Climatiseur portatif 1.csv 9000btu","Neuf","Colobane

Dakar",""
"1707536726-183","https://www.expat-dakar.com/climatisation?page=32","Split inverter 12000btu R410
Neuf
Plateau,
Dakar

21. sept. '23, 14:26

228 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-inverter-12000btu-r410-5791691","Split inverter 12000btu R410","Neuf","Plateau

Dakar",""
"1707536729-184","https://www.expat-dakar.com/climatisation?page=32","Climatiseur Astech
Neuf
Biscuiterie,
Dakar

13. nov. '23, 20:25

184 999 F Cfa

782810000

338240781

706999595","https://www.expat-dakar.com/annonce/climatiseur-astech-5803298","Climatiseur Astech","Neuf","Biscuiterie

Dakar",""
"1707536732-185","https://www.expat-dakar.com/climatisation?page=32","Split 1cav 9000btu
Neuf
Colobane,
Dakar

23. sept. '23, 10:38

139 900 F Cfa

763762042","https://www.expat-dakar.com/annonce/split-1cav-9000btu-5865137","Split 1cav 9000btu","Neuf","Colobane

Dakar",""
"1707536734-186","https://www.expat-dakar.com/climatisation?page=32","SPLIT 1.25CV DESKA 9000BTU R410
Neuf
Plateau,
Dakar

24. janv., 14:46

145 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-125cv-deska-9000btu-r410-5881586","SPLIT 1.25CV DESKA 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536737-187","https://www.expat-dakar.com/climatisation?page=32","SPLIT LG 1.5CV INVERTER ARTCOOL NOIR 12000BTU AVEC INTERNET
Neuf
Plateau,
Dakar

23. janv., 12:13

469 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-lg-15cv-inverter-artcool-noir-12000btu-avec-internet-5881590","SPLIT LG 1.5CV INVERTER ARTCOOL NOIR 12000BTU AVEC INTERNET","Neuf","Plateau

Dakar",""
"1707536739-188","https://www.expat-dakar.com/climatisation?page=32","SPLIT LG 2.5CV INVERTER ARTCOOL NOIR 18000BTU INTERNET
Neuf
Plateau,
Dakar

22. janv., 14:05

619 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-lg-25cv-inverter-artcool-noir-18000btu-internet-5881596","SPLIT LG 2.5CV INVERTER ARTCOOL NOIR 18000BTU INTERNET","Neuf","Plateau

Dakar",""
"1707536741-189","https://www.expat-dakar.com/climatisation?page=32","SPLIT TCL ARMOIRE 48000BTU 5CV
Neuf
Plateau,
Dakar

22. janv., 13:55

920 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-tcl-armoire-48000btu-5cv-5881597","SPLIT TCL ARMOIRE 48000BTU 5CV","Neuf","Plateau

Dakar",""
"1707536744-190","https://www.expat-dakar.com/climatisation?page=32","SPLIT ASTECH 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

24. janv., 14:58

173 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-astech-15cv-12000btu-r410-5882985","SPLIT ASTECH 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536749-191","https://www.expat-dakar.com/climatisation?page=31","SPLIT HAIER 3CV 24000BTU R410
Neuf
Plateau,
Dakar

23. janv., 12:00

329 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-haier-3cv-24000btu-r410-5882989","SPLIT HAIER 3CV 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536751-192","https://www.expat-dakar.com/climatisation?page=31","SPLIT HAIER 12000BTU 1.5CV R410
Neuf
Plateau,
Dakar

24. janv., 14:43

189 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-haier-12000btu-15cv-r410-5883332","SPLIT HAIER 12000BTU 1.5CV R410","Neuf","Plateau

Dakar",""
"1707536754-193","https://www.expat-dakar.com/climatisation?page=31","SPLIT HAIER 1.5CV12000BTU R410
Neuf
Plateau,
Dakar

24. janv., 15:08

189 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-haier-15cv12000btu-r410-5883359","SPLIT HAIER 1.5CV12000BTU R410","Neuf","Plateau

Dakar",""
"1707536758-194","https://www.expat-dakar.com/climatisation?page=31","SPLIT BRUHM 9000BTU R410A
Neuf
Plateau,
Dakar

mardi, 23:43

149 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-bruhm-9000btu-r410a-5886504","SPLIT BRUHM 9000BTU R410A","Neuf","Plateau

Dakar",""
"1707536760-195","https://www.expat-dakar.com/climatisation?page=31","Climatiseur haier 12000btu r410
Neuf
Yoff,
Dakar

14. oct. '23, 15:32

Vendeur vérifié

190 000 F Cfa

780112425

705906186","https://www.expat-dakar.com/annonce/climatiseur-haier-12000btu-r410-5886934","Climatiseur haier 12000btu r410","Neuf","Yoff

Dakar",""
"1707536763-196","https://www.expat-dakar.com/climatisation?page=31","Split BEKO inverter 12000btu
Neuf
Plateau,
Dakar

24. oct. '23, 13:47

255 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/split-beko-inverter-12000btu-5462906","Split BEKO inverter 12000btu","Neuf","Plateau

Dakar",""
"1707536765-197","https://www.expat-dakar.com/climatisation?page=31","SPLIT SAMSUNG 1.25CV DOUBLE INVERTER 9000BTU
Neuf
Plateau,
Dakar

jeudi, 00:05

269 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-samsung-125cv-double-inverter-9000btu-5890215","SPLIT SAMSUNG 1.25CV DOUBLE INVERTER 9000BTU","Neuf","Plateau

Dakar",""
"1707536768-198","https://www.expat-dakar.com/climatisation?page=31","SPLIT SAMSUNG 1.CV DOUBLE INVERTER 12000BTU
Neuf
Plateau,
Dakar

jeudi, 00:03

329 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-samsung-1cv-double-inverter-12000btu-5890217","SPLIT SAMSUNG 1.CV DOUBLE INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536770-199","https://www.expat-dakar.com/climatisation?page=31","SPLIT HISENSE 1.5CV 1200BTU R410
Neuf
Plateau,
Dakar

mercredi, 21:24

198 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-hisense-15cv-1200btu-r410-5886510","SPLIT HISENSE 1.5CV 1200BTU R410","Neuf","Plateau

Dakar",""
"1707536773-200","https://www.expat-dakar.com/climatisation?page=31","SPLIT HISENSE 3CV 24000BTU R410
Neuf
Plateau,
Dakar

mercredi, 21:13

379 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-hisense-3cv-24000btu-r410-5891785","SPLIT HISENSE 3CV 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536778-201","https://www.expat-dakar.com/climatisation?page=30","SPLIT ASTECH en promo
Neuf
Médina,
Dakar

4. oct. '23, 14:34

165 000 F Cfa

772046033","https://www.expat-dakar.com/annonce/split-astech-en-promo-2745463","SPLIT ASTECH en promo","Neuf","Médina

Dakar",""
"1707536781-202","https://www.expat-dakar.com/climatisation?page=30","Split smart technology 1cv 9000btu
Neuf
Yoff,
Dakar

4. oct. '23, 21:30

Vendeur vérifié

139 900 F Cfa

780112425

705906186","https://www.expat-dakar.com/annonce/split-smart-technology-1cv-9000btu-5794467","Split smart technology 1cv 9000btu","Neuf","Yoff

Dakar",""
"1707536784-203","https://www.expat-dakar.com/climatisation?page=30","SPLIT HISENSE 96000BTU ARMOIRE
Neuf
Plateau,
Dakar

vendredi, 23:08

2 350 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-hisense-96000btu-armoire-5893986","SPLIT HISENSE 96000BTU ARMOIRE","Neuf","Plateau

Dakar",""
"1707536786-204","https://www.expat-dakar.com/climatisation?page=30","SPLIT DAKIN 2.5CV INVERTER 18000BTU
Neuf
Plateau,
Dakar

vendredi, 23:00

398 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-dakin-25cv-inverter-18000btu-5894021","SPLIT DAKIN 2.5CV INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536789-205","https://www.expat-dakar.com/climatisation?page=30","Ventilateurs
Neuf
Plateau,
Dakar

6. oct. '23, 13:49

59 000 F Cfa

778477678

770617880","https://www.expat-dakar.com/annonce/ventilateurs-5802005","Ventilateurs","Neuf","Plateau

Dakar",""
"1707536791-206","https://www.expat-dakar.com/climatisation?page=30","SPLIT ROCH 2.5CV INVERTER 18000BTU
Neuf
Plateau,
Dakar

mercredi, 19:24

279 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-roch-25cv-inverter-18000btu-5895176","SPLIT ROCH 2.5CV INVERTER 18000BTU","Neuf","Plateau

Dakar",""
"1707536794-207","https://www.expat-dakar.com/climatisation?page=30","SPLIT ASTECH 9000BTU 1.25 CV R410
Neuf
Plateau,
Dakar

mercredi, 01:09

149 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-astech-9000btu-125-cv-r410-5896273","SPLIT ASTECH 9000BTU 1.25 CV R410","Neuf","Plateau

Dakar",""
"1707536796-208","https://www.expat-dakar.com/climatisation?page=30","Climatiseur INVERTER 24 000 btu 3cv
Neuf
Ouest foire,
Dakar

21. janv., 04:31

455 000 F Cfa

784587392","https://www.expat-dakar.com/annonce/climatiseur-inverter-24-000-btu-3cv-5844752","Climatiseur INVERTER 24 000 btu 3cv","Neuf","Ouest foire

Dakar",""
"1707536799-209","https://www.expat-dakar.com/climatisation?page=30","Ventilateur électrique de 18 pouces
Neuf
Grand-Dakar,
Dakar

10. oct. '23, 12:00

Vendeur vérifié

18 000 F Cfa

762963434

782963838

771874229","https://www.expat-dakar.com/annonce/ventilateur-electrique-de-18-pouces-4533908","Ventilateur électrique de 18 pouces","Neuf","Grand-Dakar

Dakar",""
"1707536801-210","https://www.expat-dakar.com/climatisation?page=30","SPLITE ELACTRON 24000BTU INVENTER 24R1AC
Neuf
Plateau,
Dakar

mercredi, 12:36

349 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/splite-elactron-24000btu-inventer-24r1ac-5898534","SPLITE ELACTRON 24000BTU INVENTER 24R1AC","Neuf","Plateau

Dakar",""
"1707536807-211","https://www.expat-dakar.com/climatisation?page=29","SPLITE ELACTRON 18000BTU 2.5CV GAZ 410
Neuf
Plateau,
Dakar

mercredi, 19:53

239 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/splite-elactron-18000btu-25cv-gaz-410-5898579","SPLITE ELACTRON 18000BTU 2.5CV GAZ 410","Neuf","Plateau

Dakar",""
"1707536809-212","https://www.expat-dakar.com/climatisation?page=29","SPLIT 48000BTU ELACTRON ARMOIRE INVERTER
Neuf
Plateau,
Dakar

mercredi, 00:38

1 350 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-48000btu-elactron-armoire-inverter-5898582","SPLIT 48000BTU ELACTRON ARMOIRE INVERTER","Neuf","Plateau

Dakar",""
"1707536812-213","https://www.expat-dakar.com/climatisation?page=29","Climatiseur
Neuf
Pikine,
Dakar

11. oct. '23, 00:42

781415425

773736589","https://www.expat-dakar.com/annonce/climatiseur-4893620","Climatiseur","Neuf","Pikine

Dakar",""
"1707536814-214","https://www.expat-dakar.com/climatisation?page=29","Petit ventilateur pour voiture
Neuf
Médina,
Dakar

11. oct. '23, 12:42

5 000 F Cfa

768677159

783512857","https://www.expat-dakar.com/annonce/petit-ventilateur-pour-voiture-5821147","Petit ventilateur pour voiture","Neuf","Médina

Dakar",""
"1707536817-215","https://www.expat-dakar.com/climatisation?page=29","Ventilateur sur pied 12 pouces
Neuf
Médina,
Dakar

11. oct. '23, 12:44

12 000 F Cfa

768677159

783512857","https://www.expat-dakar.com/annonce/ventilateur-sur-pied-12-pouces-5776472","Ventilateur sur pied 12 pouces","Neuf","Médina

Dakar",""
"1707536820-216","https://www.expat-dakar.com/climatisation?page=29","Ventilateur sur pied ajustable 9 pouces
Neuf
Médina,
Dakar

11. oct. '23, 12:46

9 900 F Cfa

768677159

783512857","https://www.expat-dakar.com/annonce/ventilateur-sur-pied-ajustable-9-pouces-5821152","Ventilateur sur pied ajustable 9 pouces","Neuf","Médina

Dakar",""
"1707536822-217","https://www.expat-dakar.com/climatisation?page=29","Ventilateur mural avec télécommande
Neuf
Médina,
Dakar

11. oct. '23, 12:48

25 000 F Cfa

768677159

783512857","https://www.expat-dakar.com/annonce/ventilateur-mural-avec-telecommande-5776510","Ventilateur mural avec télécommande","Neuf","Médina

Dakar",""
"1707536825-218","https://www.expat-dakar.com/climatisation?page=29","Lots de 2 ventilateurs muraux avec télécommande
Neuf
Médina,
Dakar

11. oct. '23, 12:50

45 000 F Cfa

768677159

783512857","https://www.expat-dakar.com/annonce/lots-de-2-ventilateurs-muraux-avec-telecommande-5776501","Lots de 2 ventilateurs muraux avec télécommande","Neuf","Médina

Dakar",""
"1707536827-219","https://www.expat-dakar.com/climatisation?page=29","VENTILATEUR RECHARGEABLE ROCH 18""
Neuf
Ouakam,
Dakar

11. oct. '23, 16:10

Vendeur vérifié

50 000 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/ventilateur-rechargeable-roch-18-5684539","VENTILATEUR RECHARGEABLE ROCH 18""","Neuf","Ouakam

Dakar",""
"1707536830-220","https://www.expat-dakar.com/climatisation?page=29","SPLIT ROCH 12000BTU
Neuf
Ouakam,
Dakar

12. oct. '23, 11:21

Vendeur vérifié

169 900 F Cfa

190 000 F Cfa

Économisez 10.6%

770521414

709557473","https://www.expat-dakar.com/annonce/split-roch-12000btu-5675229","SPLIT ROCH 12000BTU","Neuf","Ouakam

Dakar","169 900 F Cfa"
"1707536835-221","https://www.expat-dakar.com/climatisation?page=28","VENTILATEUR BINATONE SUR PIED TS-2020
Neuf
Plateau,
Dakar

Hier, 15:27

49 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-ts-2020-5901372","VENTILATEUR BINATONE SUR PIED TS-2020","Neuf","Plateau

Dakar",""
"1707536838-222","https://www.expat-dakar.com/climatisation?page=28","VENTILATEUR BINATONE SUR PIED AVEC COMMANDE
Neuf
Plateau,
Dakar

Hier, 15:24

32 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/ventilateur-binatone-sur-pied-avec-commande-5901388","VENTILATEUR BINATONE SUR PIED AVEC COMMANDE","Neuf","Plateau

Dakar",""
"1707536841-223","https://www.expat-dakar.com/climatisation?page=28","CLOBAL AIR---- 9000 BTU----- 1,25CV
D'occasion
Patte d‘oie,
Dakar

13. oct. '23, 16:28

120 000 F Cfa

781320948","https://www.expat-dakar.com/annonce/clobal-air-9000-btu-125cv-5902622","CLOBAL AIR---- 9000 BTU----- 1,25CV","D'occasion","Patte d‘oie

Dakar",""
"1707536843-224","https://www.expat-dakar.com/climatisation?page=28","Split plafonnier 5CV
D'occasion
Pikine,
Dakar

13. oct. '23, 19:26

782403622

778717026","https://www.expat-dakar.com/annonce/split-plafonnier-5cv-5902811","Split plafonnier 5CV","D'occasion","Pikine

Dakar",""
"1707536846-225","https://www.expat-dakar.com/climatisation?page=28","Split inverter 2,5cv
Venant
Pikine,
Dakar

13. oct. '23, 19:27

782403622

778717026","https://www.expat-dakar.com/annonce/split-inverter-25cv-5902815","Split inverter 2,5cv","Venant","Pikine

Dakar",""
"1707536851-226","https://www.expat-dakar.com/climatisation?page=28","TENGO Ventilateur Et Climatiseur à Eau TG15A
Neuf
Castor,
Dakar

15. oct. '23, 11:27

52 000 F Cfa

771452029

762809427","https://www.expat-dakar.com/annonce/tengo-ventilateur-et-climatiseur-a-eau-tg15a-5757775","TENGO Ventilateur Et Climatiseur à Eau TG15A","Neuf","Castor

Dakar",""
"1707536853-227","https://www.expat-dakar.com/climatisation?page=28","SPLIT ENDURO 2CV 18000BTU R410
Neuf
Plateau,
Dakar

16. oct. '23, 16:50

229 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-enduro-2cv-18000btu-r410-5905479","SPLIT ENDURO 2CV 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536856-228","https://www.expat-dakar.com/climatisation?page=28","SPLIT ENDURO 1,5 CV 12000BTU R410
Neuf
Plateau,
Dakar

16. oct. '23, 16:58

169 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-enduro-15-cv-12000btu-r410-5905494","SPLIT ENDURO 1,5 CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536858-229","https://www.expat-dakar.com/climatisation?page=28","SPLIT ENDURO 1,25 CV 9000BTU R410
Neuf
Plateau,
Dakar

16. oct. '23, 17:07

149 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-enduro-125-cv-9000btu-r410-5905506","SPLIT ENDURO 1,25 CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536861-230","https://www.expat-dakar.com/climatisation?page=28","Climatisation split sharp 1.25cv
D'occasion
Mermoz,
Dakar

16. oct. '23, 17:09

75 000 F Cfa

772478624

+33606898720","https://www.expat-dakar.com/annonce/climatisation-split-sharp-125cv-5905498","Climatisation split sharp 1.25cv","D'occasion","Mermoz

Dakar",""
"1707536866-231","https://www.expat-dakar.com/climatisation?page=27","Split Astech 1.25
Neuf
Plateau,
Dakar

16. oct. '23, 18:32

145 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-astech-125-5872516","Split Astech 1.25","Neuf","Plateau

Dakar",""
"1707536869-232","https://www.expat-dakar.com/climatisation?page=27","Split Deska 1.5
Neuf
Plateau,
Dakar

16. oct. '23, 18:32

150 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-deska-15-5796071","Split Deska 1.5","Neuf","Plateau

Dakar",""
